name,driverId_Ref
Singapore Grand Prix,vettel
Japanese Grand Prix,hamilton
Russian Grand Prix,hamilton
United States Grand Prix,hamilton
Mexican Grand Prix,rosberg
Brazilian Grand Prix,rosberg
Abu Dhabi Grand Prix,rosberg
Australian Grand Prix,rosberg
Bahrain Grand Prix,rosberg
Chinese Grand Prix,rosberg
Russian Grand Prix,rosberg
Spanish Grand Prix,max_verstappen
Monaco Grand Prix,hamilton
Canadian Grand Prix,hamilton
European Grand Prix,rosberg
Austrian Grand Prix,hamilton
British Grand Prix,hamilton
Hungarian Grand Prix,hamilton
German Grand Prix,hamilton
Belgian Grand Prix,rosberg
Italian Grand Prix,rosberg
Singapore Grand Prix,rosberg
Malaysian Grand Prix,ricciardo
Japanese Grand Prix,rosberg
United States Grand Prix,hamilton
Mexican Grand Prix,hamilton
Brazilian Grand Prix,hamilton
Abu Dhabi Grand Prix,hamilton
Australian Grand Prix,vettel
Chinese Grand Prix,hamilton
Bahrain Grand Prix,vettel
Russian Grand Prix,bottas
Spanish Grand Prix,hamilton
Monaco Grand Prix,vettel
Canadian Grand Prix,hamilton
Azerbaijan Grand Prix,ricciardo
Austrian Grand Prix,bottas
British Grand Prix,hamilton
Hungarian Grand Prix,vettel
Belgian Grand Prix,hamilton
Italian Grand Prix,hamilton
Singapore Grand Prix,hamilton
Malaysian Grand Prix,max_verstappen
Japanese Grand Prix,hamilton
United States Grand Prix,hamilton
Mexican Grand Prix,max_verstappen
Brazilian Grand Prix,vettel
Abu Dhabi Grand Prix,bottas
