qualifyId,raceId,driverId,driver_ref,constructorId,constructor_ref,number,position,q1,q2,q3,q1_ms,q2_ms,q3_ms,,
4532,76,27,albers,9,red_bull,21,14,01:19.2,01:23.0,NULL,79229,82977,0,,
4533,76,33,monteiro,9,red_bull,18,15,01:19.4,01:23.7,NULL,79408,83670,0,,
4534,76,31,montoya,9,red_bull,10,16,01:14.9,,NULL,74858,0,0,,
4535,76,39,karthikeyan,9,red_bull,19,17,01:19.5,01:23.9,NULL,79474,83948,0,,
4536,76,23,ralf_schumacher,9,red_bull,17,18,,,NULL,0,0,0,,
4537,841,20,vettel,9,red_bull,1,1,01:25.3,01:24.1,01:23.5,85296,84090,83529,,
4538,841,1,hamilton,9,red_bull,3,2,01:25.4,01:24.6,01:24.3,85384,84595,84307,,
4539,841,17,webber,9,red_bull,2,3,01:25.9,01:24.7,01:24.4,85900,84658,84395,,
4540,841,18,button,9,red_bull,4,4,01:25.9,01:25.0,01:24.8,85886,84957,84779,,
4541,841,4,alonso,9,red_bull,5,5,01:25.7,01:25.2,01:25.0,85707,85242,84974,,
4542,841,808,petrov,9,red_bull,10,6,01:25.5,01:25.6,01:25.2,85543,85582,85247,,
4543,841,3,rosberg,9,red_bull,8,7,01:25.9,01:25.6,01:25.4,85856,85606,85421,,
4544,841,13,massa,9,red_bull,6,8,01:26.0,01:25.6,01:25.6,86031,85611,85599,,
4545,841,155,kobayashi,9,red_bull,16,9,01:25.7,01:25.4,01:25.6,85717,85405,85626,,
4546,841,67,buemi,9,red_bull,18,10,01:26.2,01:25.9,01:27.1,86232,85882,87066,,
4547,841,30,michael_schumacher,9,red_bull,7,11,01:26.0,01:26.0,NULL,85962,85971,0,,
4548,841,153,alguersuari,9,red_bull,19,12,01:26.6,01:26.1,NULL,86620,86103,0,,
4549,841,815,perez,9,red_bull,17,13,01:25.8,01:26.1,NULL,85812,86108,0,,
4550,841,814,resta,9,red_bull,15,14,01:27.2,01:26.7,NULL,87222,86739,0,,
4551,841,813,maldonado,9,red_bull,12,15,01:26.3,01:26.8,NULL,86298,86768,0,,
4552,841,16,sutil,9,red_bull,14,16,01:26.2,01:31.4,NULL,86245,91407,0,,
4553,841,22,barrichello,9,red_bull,11,17,01:26.3,,NULL,86270,0,0,,
4554,841,2,heidfeld,9,red_bull,9,18,01:27.2,,NULL,87239,0,0,,
4555,841,5,kovalainen,9,red_bull,20,19,01:29.3,,NULL,89254,0,0,,
4556,841,15,trulli,9,red_bull,21,20,01:29.3,,NULL,89342,0,0,,
4557,841,10,glock,9,red_bull,24,21,01:29.9,,NULL,89858,0,0,,
4558,841,816,ambrosio,9,red_bull,25,22,01:30.8,,NULL,90822,0,0,,
4562,842,20,vettel,9,red_bull,1,1,01:37.5,01:35.9,01:34.9,97468,95934,94870,,
4560,841,24,liuzzi,9,red_bull,23,23,01:33.0,,NULL,92978,0,0,,
4561,841,39,karthikeyan,9,red_bull,22,24,01:34.3,,NULL,94293,0,0,,
4563,842,1,hamilton,9,red_bull,3,2,01:36.9,01:35.9,01:35.0,96861,95852,94974,,
4564,842,17,webber,9,red_bull,2,3,01:37.9,01:36.1,01:35.2,97924,96080,95179,,
4565,842,18,button,9,red_bull,4,4,01:37.0,01:35.6,01:35.2,97033,95569,95200,,
4566,842,4,alonso,9,red_bull,5,5,01:36.9,01:36.3,01:35.8,96897,96320,95802,,
4567,842,2,heidfeld,9,red_bull,9,6,01:37.2,01:36.8,01:36.1,97224,96811,96124,,
4568,842,13,massa,9,red_bull,6,7,01:36.7,01:36.6,01:36.3,96744,96557,96251,,
4569,842,808,petrov,9,red_bull,10,8,01:37.2,01:36.6,01:36.3,97210,96642,96324,,
4570,842,3,rosberg,9,red_bull,8,9,01:37.3,01:36.4,01:36.8,97316,96388,96809,,
4571,842,155,kobayashi,9,red_bull,16,10,01:37.0,01:36.7,01:36.8,96994,96691,96820,,
4572,842,30,michael_schumacher,9,red_bull,7,11,01:36.9,01:37.0,NULL,96904,97035,0,,
4573,842,67,buemi,9,red_bull,18,12,01:37.7,01:37.2,NULL,97693,97160,0,,
4574,842,153,alguersuari,9,red_bull,19,13,01:37.7,01:37.3,NULL,97677,97347,0,,
4575,842,814,resta,9,red_bull,15,14,01:38.0,01:37.4,NULL,98045,97370,0,,
4576,842,22,barrichello,9,red_bull,11,15,01:38.2,01:37.5,NULL,98163,97496,0,,
4577,842,815,perez,9,red_bull,17,16,01:37.8,01:37.5,NULL,97759,97528,0,,
4578,842,16,sutil,9,red_bull,14,17,01:37.7,01:37.6,NULL,97693,97593,0,,
4579,842,813,maldonado,9,red_bull,12,18,01:38.3,,NULL,98276,0,0,,
4580,842,5,kovalainen,9,red_bull,20,19,01:38.6,,NULL,98645,0,0,,
4581,842,15,trulli,9,red_bull,21,20,01:38.8,,NULL,98791,0,0,,
4582,842,10,glock,9,red_bull,24,21,01:40.6,,NULL,100648,0,0,,
4583,842,816,ambrosio,9,red_bull,25,22,01:41.0,,NULL,101001,0,0,,
4584,842,24,liuzzi,9,red_bull,23,23,01:41.5,,NULL,101549,0,0,,
4585,842,39,karthikeyan,9,red_bull,22,24,01:42.6,,NULL,102574,0,0,,
4586,843,20,vettel,9,red_bull,1,1,01:35.7,01:34.8,01:33.7,95674,94776,93706,,
4587,843,18,button,9,red_bull,4,2,01:35.9,01:34.7,01:34.4,95924,94662,94421,,
4588,843,1,hamilton,9,red_bull,3,3,01:36.1,01:34.5,01:34.5,96091,94486,94463,,
4589,843,3,rosberg,9,red_bull,8,4,01:35.3,01:35.9,01:34.7,95272,95850,94670,,
4590,843,4,alonso,9,red_bull,5,5,01:35.4,01:35.2,01:35.1,95389,95165,95119,,
4591,843,13,massa,9,red_bull,6,6,01:35.5,01:35.4,01:35.1,95478,95437,95145,,
4592,843,153,alguersuari,9,red_bull,19,7,01:36.1,01:35.6,01:36.2,96133,95563,96158,,
4593,843,814,resta,9,red_bull,15,8,01:35.7,01:35.9,01:36.2,95702,95858,96190,,
4594,843,67,buemi,9,red_bull,18,9,01:36.1,01:35.5,01:36.2,96110,95500,96203,,
4595,843,808,petrov,9,red_bull,10,10,01:35.4,01:35.1,NULL,95370,95149,0,,
4596,843,16,sutil,9,red_bull,14,11,01:36.1,01:35.9,NULL,96092,95874,0,,
4597,843,815,perez,9,red_bull,17,12,01:36.0,01:36.1,NULL,96046,96053,0,,
4598,843,155,kobayashi,9,red_bull,16,13,01:36.1,01:36.2,NULL,96147,96236,0,,
4599,843,30,michael_schumacher,9,red_bull,7,14,01:35.5,01:36.5,NULL,95508,96457,0,,
4600,843,22,barrichello,9,red_bull,11,15,01:35.9,01:36.5,NULL,95911,96465,0,,
4601,843,2,heidfeld,9,red_bull,9,16,01:35.9,01:36.6,NULL,95910,96611,0,,
4602,843,813,maldonado,9,red_bull,12,17,01:36.1,01:37.0,NULL,96121,96956,0,,
4603,843,17,webber,9,red_bull,2,18,01:36.5,,NULL,96468,0,0,,
4604,843,5,kovalainen,9,red_bull,20,19,01:37.9,,NULL,97894,0,0,,
4605,843,15,trulli,9,red_bull,21,20,01:38.3,,NULL,98318,0,0,,
4606,843,816,ambrosio,9,red_bull,25,21,01:39.1,,NULL,99119,0,0,,
4607,843,10,glock,9,red_bull,24,22,01:39.7,,NULL,99708,0,0,,
4608,843,24,liuzzi,9,red_bull,23,23,01:40.2,,NULL,100212,0,0,,
4609,843,39,karthikeyan,9,red_bull,22,24,01:40.4,,NULL,100445,0,0,,
4610,844,20,vettel,9,red_bull,1,1,01:27.0,01:25.6,01:25.0,87039,85610,85049,,
4611,844,17,webber,9,red_bull,2,2,01:27.1,01:26.1,01:25.5,87090,86075,85454,,
4612,844,3,rosberg,9,red_bull,8,3,01:27.5,01:25.8,01:25.6,87514,85801,85574,,
4613,844,1,hamilton,9,red_bull,3,4,01:27.1,01:26.1,01:25.6,87091,86066,85595,,
4614,844,4,alonso,9,red_bull,5,5,01:27.3,01:26.2,01:25.9,87349,86152,85851,,
4615,844,18,button,9,red_bull,4,6,01:27.4,01:26.5,01:26.0,87374,86485,85982,,
4616,844,808,petrov,9,red_bull,10,7,01:27.5,01:26.7,01:26.3,87475,86654,86296,,
4617,844,30,michael_schumacher,9,red_bull,7,8,01:27.7,01:26.1,01:26.6,87697,86121,86646,,
4618,844,2,heidfeld,9,red_bull,9,9,01:27.9,01:26.7,01:26.7,87901,86740,86659,,
4619,844,13,massa,9,red_bull,6,10,01:27.0,01:26.4,NULL,87013,86395,0,,
4620,844,22,barrichello,9,red_bull,11,11,01:28.2,01:26.8,NULL,88246,86764,0,,
4621,844,16,sutil,9,red_bull,14,12,01:27.4,01:27.0,NULL,87392,87027,0,,
4622,844,814,resta,9,red_bull,15,13,01:27.6,01:27.1,NULL,87625,87145,0,,
4623,844,813,maldonado,9,red_bull,12,14,01:27.4,01:27.2,NULL,87396,87236,0,,
4624,844,815,perez,9,red_bull,17,15,01:27.8,01:27.2,NULL,87778,87244,0,,
4625,844,67,buemi,9,red_bull,18,16,01:27.6,01:27.3,NULL,87620,87255,0,,
4626,844,153,alguersuari,9,red_bull,19,17,01:28.1,01:27.6,NULL,88055,87572,0,,
4627,844,5,kovalainen,9,red_bull,20,18,01:28.8,,NULL,88780,0,0,,
4628,844,15,trulli,9,red_bull,21,19,01:29.7,,NULL,89673,0,0,,
4629,844,816,ambrosio,9,red_bull,25,20,01:30.4,,NULL,90445,0,0,,
4630,844,24,liuzzi,9,red_bull,23,21,01:30.7,,NULL,90692,0,0,,
4631,844,10,glock,9,red_bull,24,22,01:30.8,,NULL,90813,0,0,,
4632,844,39,karthikeyan,9,red_bull,22,23,01:31.6,,NULL,91564,0,0,,
4633,845,17,webber,9,red_bull,2,1,01:23.6,01:21.8,01:21.0,83619,81773,80981,,
4634,845,20,vettel,9,red_bull,1,2,01:24.1,01:21.5,01:21.2,84142,81540,81181,,
4635,845,1,hamilton,9,red_bull,3,3,01:24.4,01:22.1,01:22.0,84370,82148,81961,,
4636,845,4,alonso,9,red_bull,5,4,01:23.5,01:22.8,01:22.0,83485,82813,81964,,
4637,845,18,button,9,red_bull,4,5,01:24.4,01:22.0,01:22.0,84428,82050,81996,,
4638,845,808,petrov,9,red_bull,10,6,01:23.1,01:22.9,01:22.5,83069,82948,82471,,
4639,845,3,rosberg,9,red_bull,8,7,01:23.5,01:22.6,01:22.6,83507,82569,82599,,
4640,845,13,massa,9,red_bull,6,8,01:23.5,01:23.0,01:22.9,83506,83026,82888,,
4641,845,813,maldonado,9,red_bull,12,9,01:23.4,01:22.9,01:23.0,83406,82854,82952,,
4642,845,30,michael_schumacher,9,red_bull,7,10,01:23.0,01:22.7,NULL,82960,82671,0,,
4643,845,67,buemi,9,red_bull,18,11,01:24.0,01:23.2,NULL,83962,83231,0,,
4644,845,815,perez,9,red_bull,17,12,01:24.2,01:23.4,NULL,84209,83367,0,,
4645,845,153,alguersuari,9,red_bull,19,13,01:24.0,01:23.7,NULL,84049,83694,0,,
4646,845,155,kobayashi,9,red_bull,16,14,01:23.7,01:23.7,NULL,83656,83702,0,,
4647,845,5,kovalainen,9,red_bull,20,15,01:25.9,01:25.4,NULL,85874,85403,0,,
4648,845,814,resta,9,red_bull,15,16,01:24.3,01:26.1,NULL,84332,86126,0,,
4649,845,16,sutil,9,red_bull,14,17,01:24.6,01:26.6,NULL,84648,86571,0,,
4650,845,15,trulli,9,red_bull,21,18,01:26.5,,NULL,86521,0,0,,
4651,845,22,barrichello,9,red_bull,11,19,01:26.9,,NULL,86910,0,0,,
4652,845,10,glock,9,red_bull,24,20,01:27.3,,NULL,87315,0,0,,
4653,845,24,liuzzi,9,red_bull,23,21,01:27.8,,NULL,87809,0,0,,
4654,845,39,karthikeyan,9,red_bull,22,22,01:27.9,,NULL,87908,0,0,,
4655,845,816,ambrosio,9,red_bull,25,23,01:28.6,,NULL,88556,0,0,,
4656,846,20,vettel,9,red_bull,1,1,01:15.6,01:14.3,01:13.6,75606,74277,73556,,
4657,846,18,button,9,red_bull,4,2,01:15.4,01:14.5,01:14.0,75397,74545,73997,,
4658,846,17,webber,9,red_bull,2,3,01:16.1,01:14.7,01:14.0,76087,74742,74019,,
4659,846,4,alonso,9,red_bull,5,4,01:16.1,01:14.6,01:14.5,76051,74569,74483,,
4660,846,30,michael_schumacher,9,red_bull,7,5,01:16.1,01:15.0,01:14.7,76092,74981,74682,,
4661,846,13,massa,9,red_bull,6,6,01:16.3,01:14.6,01:14.9,76309,74648,74877,,
4662,846,1,hamilton,9,red_bull,3,7,01:15.2,01:14.3,01:15.3,75207,74275,75280,,
4663,846,3,rosberg,9,red_bull,8,8,01:15.9,01:14.7,01:15.8,75858,74741,75766,,
4664,846,813,maldonado,9,red_bull,12,9,01:15.8,01:15.5,01:16.5,75819,75545,76528,,
4665,846,815,perez,9,red_bull,17,10,01:15.9,01:15.5,NULL,75918,75482,0,,
4666,846,808,petrov,9,red_bull,10,11,01:16.4,01:15.8,NULL,76378,75815,0,,
4667,846,22,barrichello,9,red_bull,11,12,01:16.6,01:15.8,NULL,76616,75826,0,,
4668,846,155,kobayashi,9,red_bull,16,13,01:16.5,01:16.0,NULL,76513,75973,0,,
4669,846,814,resta,9,red_bull,15,14,01:16.8,01:16.2,NULL,76813,76188,0,,
4670,846,16,sutil,9,red_bull,14,15,01:16.6,01:16.1,NULL,76600,76121,0,,
4671,846,2,heidfeld,9,red_bull,9,16,01:16.7,01:16.2,NULL,76681,76214,0,,
4672,846,67,buemi,9,red_bull,18,17,01:16.4,01:16.3,NULL,76358,76300,0,,
4673,846,5,kovalainen,9,red_bull,20,18,01:17.3,,NULL,77343,0,0,,
4674,846,15,trulli,9,red_bull,21,19,01:17.4,,NULL,77381,0,0,,
4675,846,153,alguersuari,9,red_bull,19,20,01:17.8,,NULL,77820,0,0,,
4676,846,10,glock,9,red_bull,24,21,01:17.9,,NULL,77914,0,0,,
4677,846,816,ambrosio,9,red_bull,25,22,01:18.7,,NULL,78736,0,0,,
4678,846,39,karthikeyan,9,red_bull,22,23,,,NULL,0,0,0,,
4679,846,24,liuzzi,9,red_bull,23,24,,,NULL,0,0,0,,
4680,847,20,vettel,9,red_bull,1,1,01:14.0,01:13.5,01:13.0,74011,73486,73014,,
4681,847,4,alonso,9,red_bull,5,2,01:13.8,01:13.7,01:13.2,73822,73672,73199,,
4682,847,13,massa,9,red_bull,6,3,01:14.0,01:13.4,01:13.2,74026,73431,73217,,
4683,847,17,webber,9,red_bull,2,4,01:14.4,01:13.7,01:13.4,74375,73654,73429,,
4684,847,1,hamilton,9,red_bull,3,5,01:14.1,01:13.9,01:13.6,74114,73926,73565,,
4685,847,3,rosberg,9,red_bull,8,6,01:14.9,01:14.0,01:13.8,74920,73950,73814,,
4686,847,18,button,9,red_bull,4,7,01:14.4,01:14.0,01:13.8,74374,73955,73838,,
4687,847,30,michael_schumacher,9,red_bull,7,8,01:15.0,01:14.2,01:13.9,74970,74242,73864,,
4688,847,2,heidfeld,9,red_bull,9,9,01:15.1,01:14.5,01:14.1,75096,74467,74062,,
4689,847,808,petrov,9,red_bull,10,10,01:14.7,01:14.4,01:14.1,74699,74354,74085,,
4690,847,814,resta,9,red_bull,15,11,01:14.9,01:14.8,NULL,74874,74752,0,,
4691,847,813,maldonado,9,red_bull,12,12,01:15.6,01:15.0,NULL,75585,75043,0,,
4692,847,155,kobayashi,9,red_bull,16,13,01:15.7,01:15.3,NULL,75694,75285,0,,
4693,847,16,sutil,9,red_bull,14,14,01:14.9,01:15.3,NULL,74931,75287,0,,
4694,847,67,buemi,9,red_bull,18,15,01:15.9,01:15.3,NULL,75901,75334,0,,
4695,847,22,barrichello,9,red_bull,11,16,01:15.3,01:15.4,NULL,75331,75361,0,,
4696,847,37,rosa,9,red_bull,17,17,01:16.2,01:15.6,NULL,76229,75587,0,,
4697,847,153,alguersuari,9,red_bull,19,18,01:16.3,,NULL,76294,0,0,,
4698,847,15,trulli,9,red_bull,21,19,01:16.7,,NULL,76745,0,0,,
4699,847,5,kovalainen,9,red_bull,20,20,01:16.8,,NULL,76786,0,0,,
4700,847,24,liuzzi,9,red_bull,23,21,01:18.4,,NULL,78424,0,0,,
4701,847,10,glock,9,red_bull,24,22,01:18.5,,NULL,78537,0,0,,
4702,847,39,karthikeyan,9,red_bull,22,23,01:18.6,,NULL,78574,0,0,,
4703,847,816,ambrosio,9,red_bull,25,24,01:19.4,,NULL,79414,0,0,,
4704,848,20,vettel,9,red_bull,1,1,01:39.1,01:37.3,01:37.0,99116,97305,96975,,
4705,848,17,webber,9,red_bull,2,2,01:40.0,01:38.1,01:37.2,99956,98058,97163,,
4706,848,1,hamilton,9,red_bull,3,3,01:39.2,01:37.7,01:37.4,99244,97727,97380,,
4707,848,4,alonso,9,red_bull,5,4,01:39.7,01:37.9,01:37.5,99725,97930,97454,,
4708,848,13,massa,9,red_bull,6,5,01:38.4,01:38.6,01:37.5,98413,98566,97535,,
4709,848,18,button,9,red_bull,4,6,01:39.5,01:37.7,01:37.6,99453,97749,97645,,
4710,848,3,rosberg,9,red_bull,8,7,01:39.3,01:38.4,01:38.2,99266,98373,98231,,
4711,848,30,michael_schumacher,9,red_bull,7,8,01:39.2,01:38.4,01:38.2,99198,98365,98240,,
4712,848,2,heidfeld,9,red_bull,9,9,01:39.9,01:38.8,NULL,99877,98781,0,,
4713,848,16,sutil,9,red_bull,14,10,01:39.3,01:39.0,NULL,99329,99034,0,,
4714,848,808,petrov,9,red_bull,10,11,01:39.7,01:39.1,NULL,99690,99068,0,,
4715,848,814,resta,9,red_bull,15,12,01:39.9,01:39.4,NULL,99852,99422,0,,
4716,848,22,barrichello,9,red_bull,11,13,01:39.6,01:39.5,NULL,99602,99489,0,,
4717,848,155,kobayashi,9,red_bull,16,14,01:40.1,01:39.5,NULL,100131,99525,0,,
4718,848,813,maldonado,9,red_bull,12,15,01:39.7,01:39.6,NULL,99690,99645,0,,
4719,848,815,perez,9,red_bull,17,16,01:39.5,01:39.7,NULL,99494,99657,0,,
4720,848,67,buemi,9,red_bull,18,17,01:39.7,01:39.7,NULL,99679,99711,0,,
4721,848,153,alguersuari,9,red_bull,19,18,01:40.2,,NULL,100232,0,0,,
4722,848,5,kovalainen,9,red_bull,20,19,01:41.7,,NULL,101664,0,0,,
4723,848,15,trulli,9,red_bull,21,20,01:42.2,,NULL,102234,0,0,,
4724,848,10,glock,9,red_bull,24,21,01:42.6,,NULL,102553,0,0,,
4725,848,24,liuzzi,9,red_bull,23,22,01:43.6,,NULL,103584,0,0,,
4726,848,816,ambrosio,9,red_bull,25,23,01:43.7,,NULL,103735,0,0,,
4727,848,39,karthikeyan,9,red_bull,22,24,01:44.4,,NULL,104363,0,0,,
4728,849,17,webber,9,red_bull,2,1,01:32.7,01:31.7,01:30.4,92670,91673,90399,,
4729,849,20,vettel,9,red_bull,1,2,01:33.0,01:32.4,01:30.4,92977,92379,90431,,
4730,849,4,alonso,9,red_bull,5,3,01:33.0,01:31.7,01:30.5,92986,91727,90516,,
4731,849,13,massa,9,red_bull,6,4,01:32.8,01:31.6,01:31.1,92760,91640,91124,,
4732,849,18,button,9,red_bull,4,5,01:34.2,01:32.3,01:31.9,94230,92273,91898,,
4733,849,814,resta,9,red_bull,15,6,01:34.5,01:32.6,01:31.9,94472,92569,91929,,
4734,849,813,maldonado,9,red_bull,12,7,01:32.7,01:32.6,01:31.9,92702,92588,91933,,
4735,849,155,kobayashi,9,red_bull,16,8,01:34.3,01:32.4,01:32.1,94324,92399,92128,,
4736,849,3,rosberg,9,red_bull,8,9,01:34.2,01:32.3,01:32.2,94186,92295,92209,,
4737,849,1,hamilton,9,red_bull,3,10,01:33.6,01:32.5,01:32.4,93581,92505,92376,,
4738,849,16,sutil,9,red_bull,14,11,01:34.5,01:32.6,NULL,94454,92617,0,,
4739,849,815,perez,9,red_bull,17,12,01:34.1,01:32.6,NULL,94145,92624,0,,
4740,849,30,michael_schumacher,9,red_bull,7,13,01:34.2,01:32.7,NULL,94160,92656,0,,
4741,849,808,petrov,9,red_bull,10,14,01:34.4,01:32.7,NULL,94428,92734,0,,
4742,849,22,barrichello,9,red_bull,11,15,01:33.5,01:33.1,NULL,93532,93119,0,,
4743,849,2,heidfeld,9,red_bull,9,16,01:35.1,01:33.8,NULL,95132,93805,0,,
4744,849,5,kovalainen,9,red_bull,20,17,01:34.9,01:34.8,NULL,94923,94821,0,,
4745,849,153,alguersuari,9,red_bull,19,18,01:35.2,,NULL,95245,0,0,,
4746,849,67,buemi,9,red_bull,18,19,01:35.7,,NULL,95749,0,0,,
4747,849,10,glock,9,red_bull,24,20,01:36.2,,NULL,96203,0,0,,
4748,849,15,trulli,9,red_bull,21,21,01:36.5,,NULL,96456,0,0,,
4749,849,816,ambrosio,9,red_bull,25,22,01:37.2,,NULL,97154,0,0,,
4750,849,24,liuzzi,9,red_bull,23,23,01:37.5,,NULL,97484,0,0,,
4751,849,817,ricciardo,9,red_bull,22,24,01:38.1,,NULL,98059,0,0,,
4752,850,17,webber,9,red_bull,2,1,01:33.1,01:31.3,01:30.1,93096,91311,90079,,
4753,850,1,hamilton,9,red_bull,3,2,01:32.9,01:31.0,01:30.1,92934,90998,90134,,
4754,850,20,vettel,9,red_bull,1,3,01:33.0,01:31.0,01:30.2,92973,91017,90216,,
4755,850,4,alonso,9,red_bull,5,4,01:32.9,01:31.2,01:30.4,92916,91150,90442,,
4756,850,13,massa,9,red_bull,6,5,01:31.8,01:31.6,01:30.9,91826,91582,90910,,
4757,850,3,rosberg,9,red_bull,8,6,01:32.8,01:31.3,01:31.3,92785,91343,91263,,
4758,850,18,button,9,red_bull,4,7,01:33.2,01:31.5,01:31.3,93224,91532,91288,,
4759,850,16,sutil,9,red_bull,14,8,01:32.3,01:31.8,01:32.0,92286,91809,92010,,
4760,850,808,petrov,9,red_bull,10,9,01:33.2,01:32.0,01:32.2,93187,91985,92187,,
4761,850,30,michael_schumacher,9,red_bull,7,10,01:32.6,01:32.2,01:32.5,92603,92180,92482,,
4762,850,2,heidfeld,9,red_bull,9,11,01:32.5,01:32.2,NULL,92505,92215,0,,
4763,850,814,resta,9,red_bull,15,12,01:32.7,01:32.6,NULL,92651,92560,0,,
4764,850,813,maldonado,9,red_bull,12,13,01:33.0,01:32.6,NULL,93003,92635,0,,
4765,850,22,barrichello,9,red_bull,11,14,01:33.7,01:33.0,NULL,93664,93043,0,,
4766,850,815,perez,9,red_bull,17,15,01:33.3,01:33.2,NULL,93295,93176,0,,
4767,850,67,buemi,9,red_bull,18,16,01:33.6,01:33.5,NULL,93635,93546,0,,
4768,850,153,alguersuari,9,red_bull,19,17,01:33.7,01:33.7,NULL,93658,93698,0,,
4769,850,155,kobayashi,9,red_bull,16,18,01:33.8,,NULL,93786,0,0,,
4770,850,5,kovalainen,9,red_bull,20,19,01:35.6,,NULL,95599,0,0,,
4771,850,10,glock,9,red_bull,24,20,01:36.4,,NULL,96400,0,0,,
4772,850,812,chandhok,9,red_bull,21,21,01:36.4,,NULL,96422,0,0,,
4773,850,816,ambrosio,9,red_bull,25,22,01:36.6,,NULL,96641,0,0,,
4774,850,24,liuzzi,9,red_bull,23,23,01:37.0,,NULL,97011,0,0,,
4775,850,817,ricciardo,9,red_bull,22,24,01:37.0,,NULL,97036,0,0,,
4776,851,20,vettel,9,red_bull,1,1,01:21.7,01:21.1,01:19.8,81740,81095,79815,,
4777,851,1,hamilton,9,red_bull,3,2,01:21.6,01:21.1,01:20.0,81636,81105,79978,,
4778,851,18,button,9,red_bull,4,3,01:22.0,01:20.6,01:20.0,82038,80578,80024,,
4779,851,13,massa,9,red_bull,6,4,01:22.1,01:21.1,01:20.4,82130,81099,80350,,
4780,851,4,alonso,9,red_bull,5,5,01:21.6,01:20.3,01:20.4,81578,80262,80365,,
4781,851,17,webber,9,red_bull,2,6,01:22.2,01:20.9,01:20.5,82208,80890,80474,,
4782,851,3,rosberg,9,red_bull,8,7,01:23.0,01:21.2,01:21.1,82996,81243,81098,,
4783,851,16,sutil,9,red_bull,14,8,01:22.2,01:22.0,01:21.4,82237,82000,81445,,
4784,851,30,michael_schumacher,9,red_bull,7,9,01:22.9,01:21.9,01:21.9,82876,81852,81907,,
4785,851,815,perez,9,red_bull,17,10,01:23.1,01:22.2,NULL,83067,82157,0,,
4786,851,814,resta,9,red_bull,15,11,01:23.0,01:22.3,NULL,82976,82256,0,,
4787,851,808,petrov,9,red_bull,10,12,01:23.1,01:22.3,NULL,83070,82284,0,,
4788,851,155,kobayashi,9,red_bull,16,13,01:23.3,01:22.4,NULL,83278,82435,0,,
4789,851,2,heidfeld,9,red_bull,9,14,01:23.0,01:22.5,NULL,83024,82470,0,,
4790,851,22,barrichello,9,red_bull,11,15,01:23.1,01:22.7,NULL,83075,82684,0,,
4791,851,153,alguersuari,9,red_bull,19,16,01:23.3,01:23.0,NULL,83285,82979,0,,
4792,851,813,maldonado,9,red_bull,12,17,01:23.8,,NULL,83847,0,0,,
4793,851,67,buemi,9,red_bull,18,18,01:24.1,,NULL,84070,0,0,,
4794,851,5,kovalainen,9,red_bull,20,19,01:24.4,,NULL,84362,0,0,,
4795,851,15,trulli,9,red_bull,21,20,01:24.5,,NULL,84534,0,0,,
4796,851,10,glock,9,red_bull,24,21,01:26.3,,NULL,86294,0,0,,
4797,851,24,liuzzi,9,red_bull,23,22,01:26.3,,NULL,86323,0,0,,
4798,851,817,ricciardo,9,red_bull,22,23,01:26.5,,NULL,86479,0,0,,
4799,851,816,ambrosio,9,red_bull,25,24,01:26.5,,NULL,86510,0,0,,
4800,852,20,vettel,9,red_bull,1,1,02:03.0,02:03.3,01:48.3,123029,123317,108298,,
4801,852,1,hamilton,9,red_bull,3,2,02:03.0,02:02.8,01:48.7,123008,122823,108730,,
4802,852,17,webber,9,red_bull,2,3,02:02.8,02:03.3,01:49.4,122827,123302,109376,,
4803,852,13,massa,9,red_bull,6,4,02:05.8,02:04.5,01:50.3,125834,124507,110256,,
4804,852,3,rosberg,9,red_bull,8,5,02:05.1,02:03.7,01:50.6,125091,123723,110552,,
4805,852,153,alguersuari,9,red_bull,19,6,02:05.4,02:04.6,01:50.8,125419,124561,110773,,
4806,852,811,bruno_senna,9,red_bull,9,7,02:05.0,02:04.5,01:51.1,125047,124452,111121,,
4807,852,4,alonso,9,red_bull,5,8,02:04.5,02:02.8,01:51.3,124450,122768,111251,,
4808,852,815,perez,9,red_bull,17,9,02:06.3,02:04.6,01:51.4,126284,124625,111374,,
4809,852,808,petrov,9,red_bull,10,10,02:05.3,02:03.5,01:52.3,125292,123466,112303,,
4810,852,67,buemi,9,red_bull,18,11,02:04.7,02:04.7,NULL,124744,124692,0,,
4811,852,155,kobayashi,9,red_bull,16,12,02:07.2,02:04.8,NULL,127194,124757,0,,
4812,852,18,button,9,red_bull,4,13,02:01.8,02:05.2,NULL,121813,125150,0,,
4813,852,22,barrichello,9,red_bull,11,14,02:05.7,02:07.3,NULL,125720,127349,0,,
4814,852,16,sutil,9,red_bull,14,15,02:06.0,02:07.8,NULL,126000,127777,0,,
4815,852,813,maldonado,9,red_bull,12,16,02:05.6,02:08.1,NULL,125621,128106,0,,
4816,852,5,kovalainen,9,red_bull,20,17,02:06.8,02:08.4,NULL,126780,128354,0,,
4817,852,814,resta,9,red_bull,15,18,02:07.8,,NULL,127758,0,0,,
4818,852,15,trulli,9,red_bull,21,19,02:08.8,,NULL,128773,0,0,,
4819,852,10,glock,9,red_bull,24,20,02:09.6,,NULL,129566,0,0,,
4820,852,816,ambrosio,9,red_bull,25,21,02:11.6,,NULL,131601,0,0,,
4821,852,24,liuzzi,9,red_bull,23,22,02:11.6,,NULL,131616,0,0,,
4822,852,817,ricciardo,9,red_bull,22,23,02:13.1,,NULL,133077,0,0,,
